Company,
LICENCE,
Date,2018/09/12
Time,14:22:34
FileName,
Created_by,Version 4.4.0
Instrument_type,LT_EDGE_JR
Model_number,M5
Instrument_state,Stopped
Serial_number,2091494
Battery_level,67
Channel,2
Firmware,3.004
Project_ID,S2
Location,44
Latitude,0.000
Longtitude,0.000
Sample_rate,180000
Sample_mode,0
Event_ch,249
Event_threshold,999999.000000
Schedule,
Start_time,2018/08/07 11:00:00
Stop_time,2018/08/06 22:59:15
Num_log,1735
Identification,LEVEL
Unit,m
Parameters,"OrderedDict([('Offset', OrderedDict([('@Val', '0.000'), ('@Unit', 'm')]))])"
Identification,TEMPERATURE
Unit,°C
Parameters,
LogID,Date,Time,ms,LEVEL,TEMPERATURE
1,2018/08/07,11:00:00,0,10.139,10.80
2,2018/08/07,11:30:00,0,10.145,10.60
3,2018/08/07,12:00:00,0,10.143,10.60
4,2018/08/07,12:30:00,0,10.139,10.50
5,2018/08/07,13:00:00,0,10.136,10.50
6,2018/08/07,13:30:00,0,10.133,10.50
7,2018/08/07,14:00:00,0,10.130,10.50
8,2018/08/07,14:30:00,0,10.127,10.40
9,2018/08/07,15:00:00,0,10.122,10.40
10,2018/08/07,15:30:00,0,10.118,10.40
11,2018/08/07,16:00:00,0,10.115,10.40
12,2018/08/07,16:30:00,0,10.113,10.40
13,2018/08/07,17:00:00,0,10.110,10.40
14,2018/08/07,17:30:00,0,10.107,10.40
15,2018/08/07,18:00:00,0,10.107,10.40
16,2018/08/07,18:30:00,0,10.107,10.40
17,2018/08/07,19:00:00,0,10.106,10.40
18,2018/08/07,19:30:00,0,10.106,10.40
19,2018/08/07,20:00:00,0,10.107,10.40
20,2018/08/07,20:30:00,0,10.104,10.40
21,2018/08/07,21:00:00,0,10.106,10.40
22,2018/08/07,21:30:00,0,10.106,10.40
23,2018/08/07,22:00:00,0,10.106,10.40
24,2018/08/07,22:30:00,0,10.106,10.40
25,2018/08/07,23:00:00,0,10.106,10.40
26,2018/08/07,23:30:00,0,10.106,10.40
27,2018/08/08,00:00:00,0,10.103,10.40
28,2018/08/08,00:30:00,0,10.104,10.40
29,2018/08/08,01:00:00,0,10.103,10.40
30,2018/08/08,01:30:00,0,10.100,10.40
31,2018/08/08,02:00:00,0,10.100,10.40
32,2018/08/08,02:30:00,0,10.100,10.40
33,2018/08/08,03:00:00,0,10.097,10.40
34,2018/08/08,03:30:00,0,10.095,10.40
35,2018/08/08,04:00:00,0,10.091,10.40
36,2018/08/08,04:30:00,0,10.088,10.40
37,2018/08/08,05:00:00,0,10.088,10.40
38,2018/08/08,05:30:00,0,10.088,10.40
39,2018/08/08,06:00:00,0,10.086,10.40
40,2018/08/08,06:30:00,0,10.086,10.40
41,2018/08/08,07:00:00,0,10.085,10.40
42,2018/08/08,07:30:00,0,10.085,10.40
43,2018/08/08,08:00:00,0,10.083,10.40
44,2018/08/08,08:30:00,0,10.082,10.40
45,2018/08/08,09:00:00,0,10.079,10.40
46,2018/08/08,09:30:00,0,10.079,10.40
47,2018/08/08,10:00:00,0,10.076,10.40
48,2018/08/08,10:30:00,0,10.079,10.40
49,2018/08/08,11:00:00,0,10.077,10.40
50,2018/08/08,11:30:00,0,10.079,10.40
51,2018/08/08,12:00:00,0,10.079,10.40
52,2018/08/08,12:30:00,0,10.077,10.40
53,2018/08/08,13:00:00,0,10.076,10.40
54,2018/08/08,13:30:00,0,10.074,10.40
55,2018/08/08,14:00:00,0,10.074,10.40
56,2018/08/08,14:30:00,0,10.073,10.40
57,2018/08/08,15:00:00,0,10.073,10.40
58,2018/08/08,15:30:00,0,10.073,10.40
59,2018/08/08,16:00:00,0,10.071,10.40
60,2018/08/08,16:30:00,0,10.071,10.40
61,2018/08/08,17:00:00,0,10.071,10.40
62,2018/08/08,17:30:00,0,10.071,10.40
63,2018/08/08,18:00:00,0,10.071,10.40
64,2018/08/08,18:30:00,0,10.071,10.40
65,2018/08/08,19:00:00,0,10.070,10.40
66,2018/08/08,19:30:00,0,10.070,10.40
67,2018/08/08,20:00:00,0,10.071,10.40
68,2018/08/08,20:30:00,0,10.074,10.40
69,2018/08/08,21:00:00,0,10.077,10.40
70,2018/08/08,21:30:00,0,10.083,10.40
71,2018/08/08,22:00:00,0,10.086,10.40
72,2018/08/08,22:30:00,0,10.089,10.40
73,2018/08/08,23:00:00,0,10.089,10.40
74,2018/08/08,23:30:00,0,10.091,10.40
75,2018/08/09,00:00:00,0,10.091,10.40
76,2018/08/09,00:30:00,0,10.092,10.40
77,2018/08/09,01:00:00,0,10.095,10.40
78,2018/08/09,01:30:00,0,10.095,10.40
79,2018/08/09,02:00:00,0,10.095,10.40
80,2018/08/09,02:30:00,0,10.097,10.40
81,2018/08/09,03:00:00,0,10.100,10.40
82,2018/08/09,03:30:00,0,10.100,10.40
83,2018/08/09,04:00:00,0,10.103,10.40
84,2018/08/09,04:30:00,0,10.103,10.40
85,2018/08/09,05:00:00,0,10.106,10.40
86,2018/08/09,05:30:00,0,10.106,10.40
87,2018/08/09,06:00:00,0,10.107,10.40
88,2018/08/09,06:30:00,0,10.109,10.40
89,2018/08/09,07:00:00,0,10.112,10.40
90,2018/08/09,07:30:00,0,10.115,10.40
91,2018/08/09,08:00:00,0,10.116,10.40
92,2018/08/09,08:30:00,0,10.118,10.40
93,2018/08/09,09:00:00,0,10.122,10.40
94,2018/08/09,09:30:00,0,10.124,10.40
95,2018/08/09,10:00:00,0,10.124,10.40
96,2018/08/09,10:30:00,0,10.127,10.40
97,2018/08/09,11:00:00,0,10.127,10.40
98,2018/08/09,11:30:00,0,10.128,10.40
99,2018/08/09,12:00:00,0,10.128,10.40
100,2018/08/09,12:30:00,0,10.128,10.40
101,2018/08/09,13:00:00,0,10.125,10.40
102,2018/08/09,13:30:00,0,10.124,10.40
103,2018/08/09,14:00:00,0,10.124,10.40
104,2018/08/09,14:30:00,0,10.121,10.40
105,2018/08/09,15:00:00,0,10.119,10.40
106,2018/08/09,15:30:00,0,10.119,10.40
107,2018/08/09,16:00:00,0,10.118,10.40
108,2018/08/09,16:30:00,0,10.116,10.40
109,2018/08/09,17:00:00,0,10.116,10.40
110,2018/08/09,17:30:00,0,10.116,10.40
111,2018/08/09,18:00:00,0,10.116,10.40
112,2018/08/09,18:30:00,0,10.116,10.40
113,2018/08/09,19:00:00,0,10.116,10.40
114,2018/08/09,19:30:00,0,10.116,10.40
115,2018/08/09,20:00:00,0,10.119,10.40
116,2018/08/09,20:30:00,0,10.119,10.40
117,2018/08/09,21:00:00,0,10.122,10.40
118,2018/08/09,21:30:00,0,10.125,10.40
119,2018/08/09,22:00:00,0,10.127,10.40
120,2018/08/09,22:30:00,0,10.130,10.40
121,2018/08/09,23:00:00,0,10.130,10.40
122,2018/08/09,23:30:00,0,10.130,10.40
123,2018/08/10,00:00:00,0,10.131,10.40
124,2018/08/10,00:30:00,0,10.131,10.40
125,2018/08/10,01:00:00,0,10.131,10.40
126,2018/08/10,01:30:00,0,10.131,10.40
127,2018/08/10,02:00:00,0,10.130,10.40
128,2018/08/10,02:30:00,0,10.128,10.40
129,2018/08/10,03:00:00,0,10.128,10.40
130,2018/08/10,03:30:00,0,10.128,10.40
131,2018/08/10,04:00:00,0,10.131,10.40
132,2018/08/10,04:30:00,0,10.133,10.40
133,2018/08/10,05:00:00,0,10.133,10.40
134,2018/08/10,05:30:00,0,10.134,10.40
135,2018/08/10,06:00:00,0,10.134,10.40
136,2018/08/10,06:30:00,0,10.134,10.40
137,2018/08/10,07:00:00,0,10.134,10.40
138,2018/08/10,07:30:00,0,10.136,10.40
139,2018/08/10,08:00:00,0,10.136,10.40
140,2018/08/10,08:30:00,0,10.136,10.40
141,2018/08/10,09:00:00,0,10.137,10.40
142,2018/08/10,09:30:00,0,10.136,10.40
143,2018/08/10,10:00:00,0,10.136,10.40
144,2018/08/10,10:30:00,0,10.134,10.40
145,2018/08/10,11:00:00,0,10.133,10.40
146,2018/08/10,11:30:00,0,10.133,10.40
