Company,
LICENCE,
Date,2018/09/12
Time,13:56:06
FileName,
Created_by,Version 4.4.0
Instrument_type,LT_EDGE_JR
Model_number,M5
Instrument_state,Stopped
Serial_number,2091461
Battery_level,67
Channel,2
Firmware,3.004
Project_ID,S2
Location,43
Latitude,0.000
Longtitude,0.000
Sample_rate,180000
Sample_mode,0
Event_ch,120
Event_threshold,999999.000000
Schedule,
Start_time,2018/08/07 11:00:00
Stop_time,2018/08/06 22:58:04
Num_log,1734
Identification,LEVEL
Unit,m
Parameters,"OrderedDict([('Offset', OrderedDict([('@Val', '0.000'), ('@Unit', 'm')]))])"
Identification,TEMPERATURE
Unit,°C
Parameters,
LogID,Date,Time,ms,LEVEL,TEMPERATURE
1,2018/08/07,11:00:00,0,10.247,9.60
2,2018/08/07,11:30:00,0,10.244,9.40
3,2018/08/07,12:00:00,0,10.242,9.40
4,2018/08/07,12:30:00,0,10.238,9.30
5,2018/08/07,13:00:00,0,10.233,9.30
6,2018/08/07,13:30:00,0,10.230,9.30
7,2018/08/07,14:00:00,0,10.227,9.30
8,2018/08/07,14:30:00,0,10.223,9.20
9,2018/08/07,15:00:00,0,10.220,9.20
10,2018/08/07,15:30:00,0,10.215,9.20
11,2018/08/07,16:00:00,0,10.211,9.20
12,2018/08/07,16:30:00,0,10.209,9.20
13,2018/08/07,17:00:00,0,10.206,9.20
14,2018/08/07,17:30:00,0,10.203,9.20
15,2018/08/07,18:00:00,0,10.203,9.20
16,2018/08/07,18:30:00,0,10.203,9.20
17,2018/08/07,19:00:00,0,10.203,9.20
18,2018/08/07,19:30:00,0,10.202,9.20
19,2018/08/07,20:00:00,0,10.203,9.20
20,2018/08/07,20:30:00,0,10.202,9.20
21,2018/08/07,21:00:00,0,10.203,9.20
22,2018/08/07,21:30:00,0,10.203,9.20
23,2018/08/07,22:00:00,0,10.205,9.20
24,2018/08/07,22:30:00,0,10.203,9.20
25,2018/08/07,23:00:00,0,10.203,9.20
26,2018/08/07,23:30:00,0,10.203,9.20
27,2018/08/08,00:00:00,0,10.202,9.20
28,2018/08/08,00:30:00,0,10.202,9.20
29,2018/08/08,01:00:00,0,10.200,9.20
30,2018/08/08,01:30:00,0,10.197,9.20
31,2018/08/08,02:00:00,0,10.197,9.20
32,2018/08/08,02:30:00,0,10.197,9.20
33,2018/08/08,03:00:00,0,10.194,9.20
34,2018/08/08,03:30:00,0,10.193,9.20
35,2018/08/08,04:00:00,0,10.190,9.20
36,2018/08/08,04:30:00,0,10.185,9.20
37,2018/08/08,05:00:00,0,10.187,9.20
38,2018/08/08,05:30:00,0,10.185,9.20
39,2018/08/08,06:00:00,0,10.184,9.20
40,2018/08/08,06:30:00,0,10.185,9.20
41,2018/08/08,07:00:00,0,10.182,9.20
42,2018/08/08,07:30:00,0,10.182,9.20
43,2018/08/08,08:00:00,0,10.181,9.20
44,2018/08/08,08:30:00,0,10.179,9.20
45,2018/08/08,09:00:00,0,10.175,9.20
46,2018/08/08,09:30:00,0,10.176,9.20
47,2018/08/08,10:00:00,0,10.172,9.20
48,2018/08/08,10:30:00,0,10.173,9.20
49,2018/08/08,11:00:00,0,10.172,9.20
50,2018/08/08,11:30:00,0,10.172,9.20
51,2018/08/08,12:00:00,0,10.173,9.20
52,2018/08/08,12:30:00,0,10.169,9.20
53,2018/08/08,13:00:00,0,10.167,9.20
54,2018/08/08,13:30:00,0,10.166,9.20
55,2018/08/08,14:00:00,0,10.166,9.20
56,2018/08/08,14:30:00,0,10.163,9.20
57,2018/08/08,15:00:00,0,10.163,9.20
58,2018/08/08,15:30:00,0,10.163,9.20
59,2018/08/08,16:00:00,0,10.161,9.20
60,2018/08/08,16:30:00,0,10.161,9.20
61,2018/08/08,17:00:00,0,10.161,9.20
62,2018/08/08,17:30:00,0,10.161,9.20
63,2018/08/08,18:00:00,0,10.161,9.20
64,2018/08/08,18:30:00,0,10.161,9.20
65,2018/08/08,19:00:00,0,10.161,9.20
66,2018/08/08,19:30:00,0,10.160,9.20
67,2018/08/08,20:00:00,0,10.161,9.20
68,2018/08/08,20:30:00,0,10.164,9.20
69,2018/08/08,21:00:00,0,10.169,9.20
70,2018/08/08,21:30:00,0,10.175,9.20
71,2018/08/08,22:00:00,0,10.178,9.20
72,2018/08/08,22:30:00,0,10.181,9.20
73,2018/08/08,23:00:00,0,10.182,9.20
74,2018/08/08,23:30:00,0,10.182,9.20
75,2018/08/09,00:00:00,0,10.184,9.20
76,2018/08/09,00:30:00,0,10.185,9.20
77,2018/08/09,01:00:00,0,10.188,9.20
78,2018/08/09,01:30:00,0,10.188,9.20
79,2018/08/09,02:00:00,0,10.188,9.20
80,2018/08/09,02:30:00,0,10.190,9.20
81,2018/08/09,03:00:00,0,10.193,9.20
82,2018/08/09,03:30:00,0,10.193,9.20
83,2018/08/09,04:00:00,0,10.196,9.20
84,2018/08/09,04:30:00,0,10.197,9.20
85,2018/08/09,05:00:00,0,10.199,9.20
86,2018/08/09,05:30:00,0,10.199,9.20
87,2018/08/09,06:00:00,0,10.200,9.20
88,2018/08/09,06:30:00,0,10.202,9.20
89,2018/08/09,07:00:00,0,10.205,9.20
90,2018/08/09,07:30:00,0,10.209,9.20
91,2018/08/09,08:00:00,0,10.211,9.20
92,2018/08/09,08:30:00,0,10.212,9.20
93,2018/08/09,09:00:00,0,10.215,9.20
94,2018/08/09,09:30:00,0,10.217,9.20
95,2018/08/09,10:00:00,0,10.217,9.20
96,2018/08/09,10:30:00,0,10.218,9.20
97,2018/08/09,11:00:00,0,10.218,9.20
98,2018/08/09,11:30:00,0,10.218,9.20
99,2018/08/09,12:00:00,0,10.218,9.20
100,2018/08/09,12:30:00,0,10.217,9.20
101,2018/08/09,13:00:00,0,10.215,9.30
102,2018/08/09,13:30:00,0,10.214,9.30
103,2018/08/09,14:00:00,0,10.212,9.30
104,2018/08/09,14:30:00,0,10.209,9.30
105,2018/08/09,15:00:00,0,10.206,9.30
106,2018/08/09,15:30:00,0,10.206,9.30
107,2018/08/09,16:00:00,0,10.203,9.30
108,2018/08/09,16:30:00,0,10.203,9.30
109,2018/08/09,17:00:00,0,10.203,9.30
110,2018/08/09,17:30:00,0,10.203,9.30
111,2018/08/09,18:00:00,0,10.202,9.30
112,2018/08/09,18:30:00,0,10.203,9.30
113,2018/08/09,19:00:00,0,10.203,9.30
114,2018/08/09,19:30:00,0,10.205,9.30
115,2018/08/09,20:00:00,0,10.206,9.30
116,2018/08/09,20:30:00,0,10.208,9.30
117,2018/08/09,21:00:00,0,10.211,9.30
118,2018/08/09,21:30:00,0,10.214,9.30
119,2018/08/09,22:00:00,0,10.215,9.30
120,2018/08/09,22:30:00,0,10.218,9.30
121,2018/08/09,23:00:00,0,10.218,9.30
122,2018/08/09,23:30:00,0,10.218,9.30
123,2018/08/10,00:00:00,0,10.220,9.30
124,2018/08/10,00:30:00,0,10.220,9.30
125,2018/08/10,01:00:00,0,10.221,9.30
126,2018/08/10,01:30:00,0,10.221,9.30
127,2018/08/10,02:00:00,0,10.221,9.30
128,2018/08/10,02:30:00,0,10.220,9.30
129,2018/08/10,03:00:00,0,10.220,9.30
130,2018/08/10,03:30:00,0,10.220,9.30
131,2018/08/10,04:00:00,0,10.223,9.30
132,2018/08/10,04:30:00,0,10.224,9.30
133,2018/08/10,05:00:00,0,10.224,9.30
134,2018/08/10,05:30:00,0,10.226,9.30
135,2018/08/10,06:00:00,0,10.226,9.30
136,2018/08/10,06:30:00,0,10.226,9.30
137,2018/08/10,07:00:00,0,10.226,9.30
138,2018/08/10,07:30:00,0,10.227,9.30
139,2018/08/10,08:00:00,0,10.227,9.30
140,2018/08/10,08:30:00,0,10.227,9.30
141,2018/08/10,09:00:00,0,10.227,9.30
142,2018/08/10,09:30:00,0,10.227,9.30
143,2018/08/10,10:00:00,0,10.226,9.30
144,2018/08/10,10:30:00,0,10.224,9.30
145,2018/08/10,11:00:00,0,10.223,9.30
